county,precinct,office,district,party,candidate,total_votes
Stewart,,Secretary of State,,Libertarian,Ted Metz,26
Stewart,,Attorney General,,Republican,Chris Carr (I),655
Stewart,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",829
Stewart,,Attorney General,,Libertarian,Martin Cowen,14
Stewart,,Commissioner of Agriculture,,Republican,Tyler Harper,653
Stewart,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,814
Stewart,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,31
Stewart,,Commissioner of Insurance,,Republican,John King (I),654
Stewart,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,826
Stewart,,State School Superintendent,,Republican,Richard Woods (I),661
Stewart,,State School Superintendent,,Democrat,Alisha Thomas Searcy,818
Stewart,,Commissioner of Labor,,Republican,Bruce Thompson,642
Stewart,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",831
Stewart,,Commissioner of Labor,,Libertarian,Emily Anderson,19
Sumter,,U.S. Senate,,Republican,Herschel Junior Walker,4590
Sumter,,U.S. Senate,,Democrat,Raphael Warnock (I),4894
Sumter,,U.S. Senate,,Libertarian,Chase Oliver,96
Sumter,,Governor,,Republican,Brian Kemp (I),4921
Sumter,,Governor,,Democrat,Stacey Abrams,4650
Sumter,,Governor,,Libertarian,Shane Hazel,34
Sumter,,Lieutenant Governor,,Republican,Burt Jones,4760
Sumter,,Lieutenant Governor,,Democrat,Charlie Bailey,4608
Sumter,,Lieutenant Governor,,Libertarian,Ryan Graham,88
Sumter,,Secretary of State,,Republican,Brad Raffensperger (I),4875
Sumter,,Secretary of State,,Democrat,Bee Nguyen,4408
Sumter,,Secretary of State,,Libertarian,Ted Metz,168
Sumter,,Attorney General,,Republican,Chris Carr (I),4795
Sumter,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",4622
Sumter,,Attorney General,,Libertarian,Martin Cowen,69
Sumter,,Commissioner of Agriculture,,Republican,Tyler Harper,4887
Sumter,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,4489
Sumter,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,108
Sumter,,Commissioner of Insurance,,Republican,John King (I),4888
Sumter,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,4571
Sumter,,State School Superintendent,,Republican,Richard Woods (I),4939
Sumter,,State School Superintendent,,Democrat,Alisha Thomas Searcy,4544
Sumter,,Commissioner of Labor,,Republican,Bruce Thompson,4758
Sumter,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",4575
Sumter,,Commissioner of Labor,,Libertarian,Emily Anderson,133
Talbot,,U.S. Senate,,Republican,Herschel Junior Walker,1118
Talbot,,U.S. Senate,,Democrat,Raphael Warnock (I),1688
Talbot,,U.S. Senate,,Libertarian,Chase Oliver,43
Talbot,,Governor,,Republican,Brian Kemp (I),1214
Talbot,,Governor,,Democrat,Stacey Abrams,1628
Talbot,,Governor,,Libertarian,Shane Hazel,22
Talbot,,Lieutenant Governor,,Republican,Burt Jones,1178
Talbot,,Lieutenant Governor,,Democrat,Charlie Bailey,1527
Talbot,,Lieutenant Governor,,Libertarian,Ryan Graham,52
Talbot,,Secretary of State,,Republican,Brad Raffensperger (I),1190
Talbot,,Secretary of State,,Democrat,Bee Nguyen,1480
Talbot,,Secretary of State,,Libertarian,Ted Metz,86
Talbot,,Attorney General,,Republican,Chris Carr (I),1164
Talbot,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1586
Talbot,,Attorney General,,Libertarian,Martin Cowen,43
Talbot,,Commissioner of Agriculture,,Republican,Tyler Harper,1192
Talbot,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1534
Talbot,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,53
Talbot,,Commissioner of Insurance,,Republican,John King (I),1195
Talbot,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1569
Talbot,,State School Superintendent,,Republican,Richard Woods (I),1197
Talbot,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1595
Talbot,,Commissioner of Labor,,Republican,Bruce Thompson,1172
Talbot,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1552
Talbot,,Commissioner of Labor,,Libertarian,Emily Anderson,58
Taliaferro,,U.S. Senate,,Republican,Herschel Junior Walker,310
Taliaferro,,U.S. Senate,,Democrat,Raphael Warnock (I),483
Taliaferro,,U.S. Senate,,Libertarian,Chase Oliver,4
Taliaferro,,Governor,,Republican,Brian Kemp (I),327
Taliaferro,,Governor,,Democrat,Stacey Abrams,477
Taliaferro,,Governor,,Libertarian,Shane Hazel,3
Taliaferro,,Lieutenant Governor,,Republican,Burt Jones,319
Taliaferro,,Lieutenant Governor,,Democrat,Charlie Bailey,438
Taliaferro,,Lieutenant Governor,,Libertarian,Ryan Graham,9
Taliaferro,,Secretary of State,,Republican,Brad Raffensperger (I),309
Taliaferro,,Secretary of State,,Democrat,Bee Nguyen,430
Taliaferro,,Secretary of State,,Libertarian,Ted Metz,18
Taliaferro,,Attorney General,,Republican,Chris Carr (I),298
Taliaferro,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",453
Taliaferro,,Attorney General,,Libertarian,Martin Cowen,18
Taliaferro,,Commissioner of Agriculture,,Republican,Tyler Harper,317
Taliaferro,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,440
Taliaferro,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,13
Taliaferro,,Commissioner of Insurance,,Republican,John King (I),318
Taliaferro,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,451
Taliaferro,,State School Superintendent,,Republican,Richard Woods (I),314
Taliaferro,,State School Superintendent,,Democrat,Alisha Thomas Searcy,457
Taliaferro,,Commissioner of Labor,,Republican,Bruce Thompson,307
Taliaferro,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",450
Taliaferro,,Commissioner of Labor,,Libertarian,Emily Anderson,12
Tattnall,,U.S. Senate,,Republican,Herschel Junior Walker,4866
Tattnall,,U.S. Senate,,Democrat,Raphael Warnock (I),1525
Tattnall,,U.S. Senate,,Libertarian,Chase Oliver,109
Tattnall,,Governor,,Republican,Brian Kemp (I),5123
Tattnall,,Governor,,Democrat,Stacey Abrams,1359
Tattnall,,Governor,,Libertarian,Shane Hazel,45
Tattnall,,Lieutenant Governor,,Republican,Burt Jones,4966
Tattnall,,Lieutenant Governor,,Democrat,Charlie Bailey,1331
Tattnall,,Lieutenant Governor,,Libertarian,Ryan Graham,102
Tattnall,,Secretary of State,,Republican,Brad Raffensperger (I),4963
Tattnall,,Secretary of State,,Democrat,Bee Nguyen,1268
Tattnall,,Secretary of State,,Libertarian,Ted Metz,146
Tattnall,,Attorney General,,Republican,Chris Carr (I),4972
Tattnall,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1390
Tattnall,,Attorney General,,Libertarian,Martin Cowen,67
Tattnall,,Commissioner of Agriculture,,Republican,Tyler Harper,5020
Tattnall,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1294
Tattnall,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,95
Tattnall,,Commissioner of Insurance,,Republican,John King (I),5064
Tattnall,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1339
Tattnall,,State School Superintendent,,Republican,Richard Woods (I),5051
Tattnall,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1355
Tattnall,,Commissioner of Labor,,Republican,Bruce Thompson,4985
Tattnall,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1320
Tattnall,,Commissioner of Labor,,Libertarian,Emily Anderson,106
Taylor,,U.S. Senate,,Republican,Herschel Junior Walker,2020
Taylor,,U.S. Senate,,Democrat,Raphael Warnock (I),1145
Taylor,,U.S. Senate,,Libertarian,Chase Oliver,35
Taylor,,Governor,,Republican,Brian Kemp (I),2137
Taylor,,Governor,,Democrat,Stacey Abrams,1069
Taylor,,Governor,,Libertarian,Shane Hazel,10
Taylor,,Lieutenant Governor,,Republican,Burt Jones,2071
Taylor,,Lieutenant Governor,,Democrat,Charlie Bailey,1049
Taylor,,Lieutenant Governor,,Libertarian,Ryan Graham,44
Taylor,,Secretary of State,,Republican,Brad Raffensperger (I),2052
Taylor,,Secretary of State,,Democrat,Bee Nguyen,1013
Taylor,,Secretary of State,,Libertarian,Ted Metz,84
Taylor,,Attorney General,,Republican,Chris Carr (I),2080
Taylor,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1077
Taylor,,Attorney General,,Libertarian,Martin Cowen,31
Taylor,,Commissioner of Agriculture,,Republican,Tyler Harper,2094
Taylor,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1033
Taylor,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,51
Taylor,,Commissioner of Insurance,,Republican,John King (I),2105
Taylor,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1064
Taylor,,State School Superintendent,,Republican,Richard Woods (I),2107
Taylor,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1070
Taylor,,Commissioner of Labor,,Republican,Bruce Thompson,2075
Taylor,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1048
Taylor,,Commissioner of Labor,,Libertarian,Emily Anderson,43
Telfair,,U.S. Senate,,Republican,Herschel Junior Walker,2340
Telfair,,U.S. Senate,,Democrat,Raphael Warnock (I),1032
Telfair,,U.S. Senate,,Libertarian,Chase Oliver,28
Telfair,,Governor,,Republican,Brian Kemp (I),2433
Telfair,,Governor,,Democrat,Stacey Abrams,960
Telfair,,Governor,,Libertarian,Shane Hazel,20
Telfair,,Lieutenant Governor,,Republican,Burt Jones,2379
Telfair,,Lieutenant Governor,,Democrat,Charlie Bailey,897
Telfair,,Lieutenant Governor,,Libertarian,Ryan Graham,41
Telfair,,Secretary of State,,Republican,Brad Raffensperger (I),2356
Telfair,,Secretary of State,,Democrat,Bee Nguyen,890
Telfair,,Secretary of State,,Libertarian,Ted Metz,55
Telfair,,Attorney General,,Republican,Chris Carr (I),2365
Telfair,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",960
Telfair,,Attorney General,,Libertarian,Martin Cowen,24
Telfair,,Commissioner of Agriculture,,Republican,Tyler Harper,2403
Telfair,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,906
Telfair,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,45
Telfair,,Commissioner of Insurance,,Republican,John King (I),2383
Telfair,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,947
Telfair,,State School Superintendent,,Republican,Richard Woods (I),2411
Telfair,,State School Superintendent,,Democrat,Alisha Thomas Searcy,926
Telfair,,Commissioner of Labor,,Republican,Bruce Thompson,2373
Telfair,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",938
Telfair,,Commissioner of Labor,,Libertarian,Emily Anderson,34
Terrell,,U.S. Senate,,Republican,Herschel Junior Walker,1695
Terrell,,U.S. Senate,,Democrat,Raphael Warnock (I),1904
Terrell,,U.S. Senate,,,Chase Oliver (L),39
Terrell,,Governor,,Republican,Brian Kemp (I),1795
Terrell,,Governor,,Democrat,Stacey Abrams,1840
Terrell,,Governor,,,Shane Hazel (L),21
Terrell,,Lieutenant Governor,,Republican,Burt Jones,1762
Terrell,,Lieutenant Governor,,Democrat,Charlie Bailey,1772
Terrell,,Lieutenant Governor,,,Ryan Graham (L),49
Terrell,,Secretary of State,,Republican,Brad Raffensperger (I),1838
Terrell,,Secretary of State,,Democrat,Bee Nguyen,1685
Terrell,,Secretary of State,,,Ted Metz (L),66
Terrell,,Attorney General,,Republican,Chris Carr (I),1788
Terrell,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1802
Terrell,,Attorney General,,,Martin Cowen (L),19
Terrell,,Commissioner of Agriculture,,Republican,Tyler Harper,1793
Terrell,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1755
Terrell,,Commissioner of Agriculture,,,David Raudabaugh (L),45
Terrell,,Commissioner of Insurance,,Republican,John King (I),1782
Terrell,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1803
Terrell,,State School Superintendent,,Republican,Richard Woods (I),1825
Terrell,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1770
Terrell,,Commissioner of Labor,,Republican,Bruce Thompson,1775
Terrell,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1785
Terrell,,Commissioner of Labor,,,Emily Anderson (L),41
Thomas,,U.S. Senate,,Republican,Herschel Junior Walker,10481
Thomas,,U.S. Senate,,Democrat,Raphael Warnock (I),6436
Thomas,,U.S. Senate,,,Chase Oliver (L),263
Thomas,,Governor,,Republican,Brian Kemp (I),11062
Thomas,,Governor,,Democrat,Stacey Abrams,6138
Thomas,,Governor,,,Shane Hazel (L),87
Thomas,,Lieutenant Governor,,Republican,Burt Jones,10740
Thomas,,Lieutenant Governor,,Democrat,Charlie Bailey,6062
Thomas,,Lieutenant Governor,,,Ryan Graham (L),254
Thomas,,Secretary of State,,Republican,Brad Raffensperger (I),11035
Thomas,,Secretary of State,,Democrat,Bee Nguyen,5597
Thomas,,Secretary of State,,,Ted Metz (L),396
Thomas,,Attorney General,,Republican,Chris Carr (I),10858
Thomas,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",6090
Thomas,,Attorney General,,,Martin Cowen (L),180
Thomas,,Commissioner of Agriculture,,Republican,Tyler Harper,10972
Thomas,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,5889
Thomas,,Commissioner of Agriculture,,,David Raudabaugh (L),218
Thomas,,Commissioner of Insurance,,Republican,John King (I),11041
Thomas,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,6019
Thomas,,State School Superintendent,,Republican,Richard Woods (I),11043
Thomas,,State School Superintendent,,Democrat,Alisha Thomas Searcy,6059
Thomas,,Commissioner of Labor,,Republican,Bruce Thompson,10794
Thomas,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",5986
Thomas,,Commissioner of Labor,,,Emily Anderson (L),280
Tift,,U.S. Senate,,Republican,Herschel Junior Walker,8921
Tift,,U.S. Senate,,Democrat,Raphael Warnock (I),3878
Tift,,U.S. Senate,,,Chase Oliver (L),176
Tift,,Governor,,Republican,Brian Kemp (I),9418
Tift,,Governor,,Democrat,Stacey Abrams,3546
Tift,,Governor,,,Shane Hazel (L),80
Tift,,Lieutenant Governor,,Republican,Burt Jones,9203
Tift,,Lieutenant Governor,,Democrat,Charlie Bailey,3462
Tift,,Lieutenant Governor,,,Ryan Graham (L),172
Tift,,Secretary of State,,Republican,Brad Raffensperger (I),9192
Tift,,Secretary of State,,Democrat,Bee Nguyen,3284
Tift,,Secretary of State,,,Ted Metz (L),340
Tift,,Attorney General,,Republican,Chris Carr (I),9201
Tift,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",3575
Tift,,Attorney General,,,Martin Cowen (L),121
Tift,,Commissioner of Agriculture,,Republican,Tyler Harper,9421
Tift,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,3299
Tift,,Commissioner of Agriculture,,,David Raudabaugh (L),168
Tift,,Commissioner of Insurance,,Republican,John King (I),9344
Tift,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,3497
Tift,,State School Superintendent,,Republican,Richard Woods (I),9457
Tift,,State School Superintendent,,Democrat,Alisha Thomas Searcy,3443
Tift,,Commissioner of Labor,,Republican,Bruce Thompson,9205
Tift,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",3431
Tift,,Commissioner of Labor,,,Emily Anderson (L),215
Toombs,,U.S. Senate,,Republican,Herschel Junior Walker,6298
Toombs,,U.S. Senate,,Democrat,Raphael Warnock (I),2062
Toombs,,U.S. Senate,,Libertarian,Chase Oliver,100
Toombs,,Governor,,Republican,Brian Kemp (I),6522
Toombs,,Governor,,Democrat,Stacey Abrams,1920
Toombs,,Governor,,Libertarian,Shane Hazel,44
Toombs,,Lieutenant Governor,,Republican,Burt Jones,6376
Toombs,,Lieutenant Governor,,Democrat,Charlie Bailey,1853
Toombs,,Lieutenant Governor,,Libertarian,Ryan Graham,118
Toombs,,Secretary of State,,Republican,Brad Raffensperger (I),6346
Toombs,,Secretary of State,,Democrat,Bee Nguyen,1764
Toombs,,Secretary of State,,Libertarian,Ted Metz,212
Toombs,,Attorney General,,Republican,Chris Carr (I),6372
Toombs,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1922
Toombs,,Attorney General,,Libertarian,Martin Cowen,91
Toombs,,Commissioner of Agriculture,,Republican,Tyler Harper,6434
Toombs,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1807
Toombs,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,129
Toombs,,Commissioner of Insurance,,Republican,John King (I),6473
Toombs,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1866
Toombs,,State School Superintendent,,Republican,Richard Woods (I),6493
Toombs,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1868
Toombs,,Commissioner of Labor,,Republican,Bruce Thompson,6410
Toombs,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1849
Toombs,,Commissioner of Labor,,Libertarian,Emily Anderson,107
Towns,,U.S. Senate,,Republican,Herschel Junior Walker,5568
Towns,,U.S. Senate,,Democrat,Raphael Warnock (I),1362
Towns,,U.S. Senate,,Libertarian,Chase Oliver,179
Towns,,Governor,,Republican,Brian Kemp (I),6066
Towns,,Governor,,Democrat,Stacey Abrams,1052
Towns,,Governor,,Libertarian,Shane Hazel,62
Towns,,Lieutenant Governor,,Republican,Burt Jones,5820
Towns,,Lieutenant Governor,,Democrat,Charlie Bailey,1197
Towns,,Lieutenant Governor,,Libertarian,Ryan Graham,104
Towns,,Secretary of State,,Republican,Brad Raffensperger (I),5788
Towns,,Secretary of State,,Democrat,Bee Nguyen,1061
Towns,,Secretary of State,,Libertarian,Ted Metz,240
Towns,,Attorney General,,Republican,Chris Carr (I),5849
Towns,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1190
Towns,,Attorney General,,Libertarian,Martin Cowen,87
Towns,,Commissioner of Agriculture,,Republican,Tyler Harper,5931
Towns,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1066
Towns,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,124
Towns,,Commissioner of Insurance,,Republican,John King (I),5955
Towns,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1139
Towns,,State School Superintendent,,Republican,Richard Woods (I),5989
Towns,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1112
Towns,,Commissioner of Labor,,Republican,Bruce Thompson,5850
Towns,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1130
Towns,,Commissioner of Labor,,Libertarian,Emily Anderson,126
Treutlen,,U.S. Senate,,Republican,Herschel Junior Walker,1721
Treutlen,,U.S. Senate,,Democrat,Raphael Warnock (I),711
Treutlen,,U.S. Senate,,Libertarian,Chase Oliver,12
Treutlen,,Governor,,Republican,Brian Kemp (I),1764
Treutlen,,Governor,,Democrat,Stacey Abrams,677
Treutlen,,Governor,,Libertarian,Shane Hazel,8
Treutlen,,Lieutenant Governor,,Republican,Burt Jones,1726
Treutlen,,Lieutenant Governor,,Democrat,Charlie Bailey,628
Treutlen,,Lieutenant Governor,,Libertarian,Ryan Graham,24
Treutlen,,Secretary of State,,Republican,Brad Raffensperger (I),1704
Treutlen,,Secretary of State,,Democrat,Bee Nguyen,596
Treutlen,,Secretary of State,,Libertarian,Ted Metz,50
Treutlen,,Attorney General,,Republican,Chris Carr (I),1712
Treutlen,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",667
Treutlen,,Attorney General,,Libertarian,Martin Cowen,14
Treutlen,,Commissioner of Agriculture,,Republican,Tyler Harper,1727
Treutlen,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,632
Treutlen,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,28
Treutlen,,Commissioner of Insurance,,Republican,John King (I),1735
Treutlen,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,646
Treutlen,,State School Superintendent,,Republican,Richard Woods (I),1722
Treutlen,,State School Superintendent,,Democrat,Alisha Thomas Searcy,660
Treutlen,,Commissioner of Labor,,Republican,Bruce Thompson,1716
Treutlen,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",649
Treutlen,,Commissioner of Labor,,Libertarian,Emily Anderson,25
Troup,,U.S. Senate,,Republican,Herschel Junior Walker,13937
Troup,,U.S. Senate,,Democrat,Raphael Warnock (I),8806
Troup,,U.S. Senate,,Libertarian,Chase Oliver,426
Troup,,Governor,,Republican,Brian Kemp (I),14864
Troup,,Governor,,Democrat,Stacey Abrams,8262
Troup,,Governor,,Libertarian,Shane Hazel,130
Troup,,Lieutenant Governor,,Republican,Burt Jones,14402
Troup,,Lieutenant Governor,,Democrat,Charlie Bailey,8196
Troup,,Lieutenant Governor,,Libertarian,Ryan Graham,383
Troup,,Secretary of State,,Republican,Brad Raffensperger (I),14583
Troup,,Secretary of State,,Democrat,Bee Nguyen,7746
Troup,,Secretary of State,,Libertarian,Ted Metz,599
Troup,,Attorney General,,Republican,Chris Carr (I),14557
Troup,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",8242
Troup,,Attorney General,,Libertarian,Martin Cowen,258
Troup,,Commissioner of Agriculture,,Republican,Tyler Harper,14748
Troup,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,7870
Troup,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,397
Troup,,Commissioner of Insurance,,Republican,John King (I),14859
Troup,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,8103
Troup,,State School Superintendent,,Republican,Richard Woods (I),14946
Troup,,State School Superintendent,,Democrat,Alisha Thomas Searcy,8053
Troup,,Commissioner of Labor,,Republican,Bruce Thompson,14551
Troup,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",8021
Troup,,Commissioner of Labor,,Libertarian,Emily Anderson,437
Turner,,U.S. Senate,,Republican,Herschel Junior Walker,1892
Turner,,U.S. Senate,,Democrat,Raphael Warnock (I),1152
Turner,,U.S. Senate,,,Chase Oliver (L),42
Turner,,Governor,,Republican,Brian Kemp (I),1994
Turner,,Governor,,Democrat,Stacey Abrams,1083
Turner,,Governor,,,Shane Hazel (L),22
Turner,,Lieutenant Governor,,Republican,Burt Jones,1954
Turner,,Lieutenant Governor,,Democrat,Charlie Bailey,1017
Turner,,Lieutenant Governor,,,Ryan Graham (L),53
Turner,,Secretary of State,,Republican,Brad Raffensperger (I),1947
Turner,,Secretary of State,,Democrat,Bee Nguyen,978
Turner,,Secretary of State,,,Ted Metz (L),94
Turner,,Attorney General,,Republican,Chris Carr (I),1952
Turner,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1044
Turner,,Attorney General,,,Martin Cowen (L),33
Turner,,Commissioner of Agriculture,,Republican,Tyler Harper,1987
Turner,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1000
Turner,,Commissioner of Agriculture,,,David Raudabaugh (L),44
Turner,,Commissioner of Insurance,,Republican,John King (I),1985
Turner,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1030
Turner,,State School Superintendent,,Republican,Richard Woods (I),2016
Turner,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1004
Turner,,Commissioner of Labor,,Republican,Bruce Thompson,1956
Turner,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1014
Turner,,Commissioner of Labor,,,Emily Anderson (L),49
Twiggs,,U.S. Senate,,Republican,Herschel Junior Walker,1886
Twiggs,,U.S. Senate,,Democrat,Raphael Warnock (I),1601
Twiggs,,U.S. Senate,,Libertarian,Chase Oliver,45
Twiggs,,Governor,,Republican,Brian Kemp (I),1980
Twiggs,,Governor,,Democrat,Stacey Abrams,1542
Twiggs,,Governor,,Libertarian,Shane Hazel,18
Twiggs,,Lieutenant Governor,,Republican,Burt Jones,1923
Twiggs,,Lieutenant Governor,,Democrat,Charlie Bailey,1493
Twiggs,,Lieutenant Governor,,Libertarian,Ryan Graham,49
Twiggs,,Secretary of State,,Republican,Brad Raffensperger (I),1872
Twiggs,,Secretary of State,,Democrat,Bee Nguyen,1483
Twiggs,,Secretary of State,,Libertarian,Ted Metz,102
Twiggs,,Attorney General,,Republican,Chris Carr (I),1898
Twiggs,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1541
Twiggs,,Attorney General,,Libertarian,Martin Cowen,42
Twiggs,,Commissioner of Agriculture,,Republican,Tyler Harper,1936
Twiggs,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1486
Twiggs,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,56
Twiggs,,Commissioner of Insurance,,Republican,John King (I),1945
Twiggs,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1526
Twiggs,,State School Superintendent,,Republican,Richard Woods (I),1960
Twiggs,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1508
Twiggs,,Commissioner of Labor,,Republican,Bruce Thompson,1912
Twiggs,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1507
Twiggs,,Commissioner of Labor,,Libertarian,Emily Anderson,54
Union,,U.S. Senate,,Republican,Herschel Junior Walker,11186
Union,,U.S. Senate,,Democrat,Raphael Warnock (I),2621
Union,,U.S. Senate,,Libertarian,Chase Oliver,378
Union,,Governor,,Republican,Brian Kemp (I),12123
Union,,Governor,,Democrat,Stacey Abrams,2070
Union,,Governor,,Libertarian,Shane Hazel,119
Union,,Lieutenant Governor,,Republican,Burt Jones,11646
Union,,Lieutenant Governor,,Democrat,Charlie Bailey,2335
Union,,Lieutenant Governor,,Libertarian,Ryan Graham,222
Union,,Secretary of State,,Republican,Brad Raffensperger (I),11597
Union,,Secretary of State,,Democrat,Bee Nguyen,2021
Union,,Secretary of State,,Libertarian,Ted Metz,526
Union,,Attorney General,,Republican,Chris Carr (I),11740
Union,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",2324
Union,,Attorney General,,Libertarian,Martin Cowen,154
Union,,Commissioner of Agriculture,,Republican,Tyler Harper,11876
Union,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,2029
Union,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,264
Union,,Commissioner of Insurance,,Republican,John King (I),11940
Union,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,2187
Union,,State School Superintendent,,Republican,Richard Woods (I),12010
Union,,State School Superintendent,,Democrat,Alisha Thomas Searcy,2139
Union,,Commissioner of Labor,,Republican,Bruce Thompson,11701
Union,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",2157
Union,,Commissioner of Labor,,Libertarian,Emily Anderson,255
Upson,,U.S. Senate,,Republican,Herschel Junior Walker,6685
Upson,,U.S. Senate,,Democrat,Raphael Warnock (I),3173
Upson,,U.S. Senate,,Libertarian,Chase Oliver,206
Upson,,Governor,,Republican,Brian Kemp (I),7096
Upson,,Governor,,Democrat,Stacey Abrams,2969
Upson,,Governor,,Libertarian,Shane Hazel,70
Upson,,Lieutenant Governor,,Republican,Burt Jones,6933
Upson,,Lieutenant Governor,,Democrat,Charlie Bailey,2889
Upson,,Lieutenant Governor,,Libertarian,Ryan Graham,155
Upson,,Secretary of State,,Republican,Brad Raffensperger (I),6884
Upson,,Secretary of State,,Democrat,Bee Nguyen,2766
Upson,,Secretary of State,,Libertarian,Ted Metz,307
Upson,,Attorney General,,Republican,Chris Carr (I),6941
Upson,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",2950
Upson,,Attorney General,,Libertarian,Martin Cowen,116
Upson,,Commissioner of Agriculture,,Republican,Tyler Harper,7028
Upson,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,2821
