county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes,total_votes
Fulton,SC08C,President,,Republican,MITT ROMNEY,0,0,0,0,0
Fulton,SC08D,President,,Republican,MITT ROMNEY,5,0,0,0,5
Fulton,SC08E,President,,Republican,MITT ROMNEY,1,0,0,0,1
Fulton,SC08F,President,,Republican,MITT ROMNEY,5,11,0,0,16
Fulton,SC09A,President,,Republican,MITT ROMNEY,33,15,8,1,57
Fulton,SC09B,President,,Republican,MITT ROMNEY,5,13,1,0,19
Fulton,SC10,President,,Republican,MITT ROMNEY,9,9,0,0,18
Fulton,SC11A,President,,Republican,MITT ROMNEY,5,12,1,0,18
Fulton,SC11B,President,,Republican,MITT ROMNEY,7,3,1,0,11
Fulton,SC13A,President,,Republican,MITT ROMNEY,67,47,10,1,125
Fulton,SC13B,President,,Republican,MITT ROMNEY,40,34,8,0,82
Fulton,SC14,President,,Republican,MITT ROMNEY,9,6,0,0,15
Fulton,SC16,President,,Republican,MITT ROMNEY,28,18,1,0,47
Fulton,SC17A,President,,Republican,MITT ROMNEY,0,0,0,0,0
Fulton,SC17C,President,,Republican,MITT ROMNEY,13,7,1,0,21
Fulton,SC18A,President,,Republican,MITT ROMNEY,3,2,0,0,5
Fulton,SC18B,President,,Republican,MITT ROMNEY,30,40,14,0,84
Fulton,SC19A,President,,Republican,MITT ROMNEY,2,2,1,0,5
Fulton,SC19B,President,,Republican,MITT ROMNEY,7,10,6,0,23
Fulton,SC211,President,,Republican,MITT ROMNEY,13,6,1,0,20
Fulton,SC212,President,,Republican,MITT ROMNEY,53,37,4,0,94
Fulton,SC23A,President,,Republican,MITT ROMNEY,47,28,1,0,76
Fulton,SC23B,President,,Republican,MITT ROMNEY,7,3,4,0,14
Fulton,SC27,President,,Republican,MITT ROMNEY,11,17,4,0,32
Fulton,SC29A,President,,Republican,MITT ROMNEY,14,9,1,0,24
Fulton,SC29B,President,,Republican,MITT ROMNEY,3,1,0,0,4
Fulton,SC30A,President,,Republican,MITT ROMNEY,0,0,0,0,0
Fulton,SC30B,President,,Republican,MITT ROMNEY,1,5,0,0,6
Fulton,SS01,President,,Republican,MITT ROMNEY,991,454,103,5,1553
Fulton,SS02A,President,,Republican,MITT ROMNEY,278,141,9,3,431
Fulton,SS02B,President,,Republican,MITT ROMNEY,189,78,12,2,281
Fulton,SS03,President,,Republican,MITT ROMNEY,329,178,8,1,516
Fulton,SS04,President,,Republican,MITT ROMNEY,441,199,32,8,680
Fulton,SS05,President,,Republican,MITT ROMNEY,539,272,48,2,861
Fulton,SS06,President,,Republican,MITT ROMNEY,392,224,67,0,683
Fulton,SS07A,President,,Republican,MITT ROMNEY,197,122,106,1,426
Fulton,SS07B,President,,Republican,MITT ROMNEY,107,45,25,1,178
Fulton,SS07C,President,,Republican,MITT ROMNEY,133,70,57,0,260
Fulton,SS08A,President,,Republican,MITT ROMNEY,336,144,41,2,523
Fulton,SS08B,President,,Republican,MITT ROMNEY,154,120,30,0,304
Fulton,SS08C,President,,Republican,MITT ROMNEY,93,61,15,2,171
Fulton,SS09,President,,Republican,MITT ROMNEY,766,458,148,6,1378
Fulton,SS10,President,,Republican,MITT ROMNEY,972,563,165,11,1711
Fulton,SS11A,President,,Republican,MITT ROMNEY,582,298,76,2,958
Fulton,SS11B,President,,Republican,MITT ROMNEY,174,96,17,1,288
Fulton,SS11C,President,,Republican,MITT ROMNEY,25,19,5,6,55
Fulton,SS11D,President,,Republican,MITT ROMNEY,62,57,13,2,134
Fulton,SS12,President,,Republican,MITT ROMNEY,606,361,100,29,1096
Fulton,SS13A,President,,Republican,MITT ROMNEY,477,142,41,1,661
Fulton,SS13B,President,,Republican,MITT ROMNEY,107,61,16,2,186
Fulton,SS14,President,,Republican,MITT ROMNEY,471,188,29,1,689
Fulton,SS15A,President,,Republican,MITT ROMNEY,111,63,8,6,188
Fulton,SS15B,President,,Republican,MITT ROMNEY,233,103,15,3,354
Fulton,SS16,President,,Republican,MITT ROMNEY,792,287,81,5,1165
Fulton,SS17,President,,Republican,MITT ROMNEY,733,518,117,5,1373
Fulton,SS18A,President,,Republican,MITT ROMNEY,201,90,23,0,314
Fulton,SS18B,President,,Republican,MITT ROMNEY,63,42,10,0,115
Fulton,SS19A,President,,Republican,MITT ROMNEY,301,162,21,5,489
Fulton,SS19B,President,,Republican,MITT ROMNEY,289,166,21,4,480
Fulton,SS20,President,,Republican,MITT ROMNEY,274,164,17,7,462
Fulton,SS22,President,,Republican,MITT ROMNEY,440,264,96,4,804
Fulton,SS25,President,,Republican,MITT ROMNEY,475,161,50,1,687
Fulton,SS26,President,,Republican,MITT ROMNEY,205,147,15,4,371
Fulton,SS29A,President,,Republican,MITT ROMNEY,510,292,55,2,859
Fulton,SS29B,President,,Republican,MITT ROMNEY,1,2,0,0,3
Fulton,SS31,President,,Republican,MITT ROMNEY,259,129,34,0,422
Fulton,UC01A,President,,Republican,MITT ROMNEY,28,24,4,2,58
Fulton,UC01B,President,,Republican,MITT ROMNEY,3,1,0,0,4
Fulton,UC02A,President,,Republican,MITT ROMNEY,88,55,11,1,155
Fulton,UC02B,President,,Republican,MITT ROMNEY,0,0,0,0,0
Fulton,UC031,President,,Republican,MITT ROMNEY,76,30,9,1,116
Fulton,UC032,President,,Republican,MITT ROMNEY,123,42,40,0,205
Fulton,UC033,President,,Republican,MITT ROMNEY,1,2,0,0,3
Gilmer,TOWN CREEK,President,,Democrat,BARACK OBAMA,64,19,7,0,90
Gilmer,TAILS CREEK,President,,Democrat,BARACK OBAMA,101,30,3,0,134
Gilmer,MOUNTAINTOWN,President,,Democrat,BARACK OBAMA,52,29,8,0,89
Gilmer,LEACHES,President,,Democrat,BARACK OBAMA,125,90,11,0,226
Gilmer,BIG CREEK,President,,Democrat,BARACK OBAMA,79,56,11,0,146
Gilmer,BOARDTOWN,President,,Democrat,BARACK OBAMA,55,62,11,0,128
Gilmer,CARTECAY,President,,Democrat,BARACK OBAMA,66,59,14,0,139
Gilmer,CHERRY LOG,President,,Democrat,BARACK OBAMA,78,22,4,0,104
Gilmer,EAST ELLIJAY,President,,Democrat,BARACK OBAMA,60,84,23,0,167
Gilmer,ELLIJAY NORTH,President,,Democrat,BARACK OBAMA,75,70,11,0,156
Gilmer,ELLIJAY NORTHEAST,President,,Democrat,BARACK OBAMA,67,112,22,0,201
Gilmer,ELLIJAY SOUTH,President,,Democrat,BARACK OBAMA,126,126,22,0,274
Gilmer,YUKON,President,,Democrat,BARACK OBAMA,71,28,4,1,104
Gilmer,LEACHES,President,,Libertarian,GARY JOHNSON,9,6,0,0,15
Gilmer,TAILS CREEK,President,,Libertarian,GARY JOHNSON,11,0,0,0,11
Gilmer,TOWN CREEK,President,,Libertarian,GARY JOHNSON,2,1,0,0,3
Gilmer,YUKON,President,,Libertarian,GARY JOHNSON,9,1,0,0,10
Gilmer,BOARDTOWN,President,,Libertarian,GARY JOHNSON,4,2,0,0,6
Gilmer,CARTECAY,President,,Libertarian,GARY JOHNSON,9,2,0,0,11
Gilmer,CHERRY LOG,President,,Libertarian,GARY JOHNSON,5,0,1,0,6
Gilmer,EAST ELLIJAY,President,,Libertarian,GARY JOHNSON,4,3,0,0,7
Gilmer,ELLIJAY NORTH,President,,Libertarian,GARY JOHNSON,11,5,0,0,16
Gilmer,ELLIJAY NORTHEAST,President,,Libertarian,GARY JOHNSON,2,3,0,0,5
Gilmer,ELLIJAY SOUTH,President,,Libertarian,GARY JOHNSON,12,7,1,0,20
Gilmer,MOUNTAINTOWN,President,,Libertarian,GARY JOHNSON,10,1,0,0,11
Gilmer,BIG CREEK,President,,Libertarian,GARY JOHNSON,9,4,0,0,13
Gilmer,EAST ELLIJAY,President,,Republican,MITT ROMNEY,317,355,50,0,722
Gilmer,CARTECAY,President,,Republican,MITT ROMNEY,427,282,49,1,759
Gilmer,BOARDTOWN,President,,Republican,MITT ROMNEY,312,288,31,0,631
Gilmer,BIG CREEK,President,,Republican,MITT ROMNEY,341,249,46,0,636
Gilmer,ELLIJAY SOUTH,President,,Republican,MITT ROMNEY,505,603,43,0,1151
Gilmer,ELLIJAY NORTHEAST,President,,Republican,MITT ROMNEY,289,465,53,0,807
Gilmer,MOUNTAINTOWN,President,,Republican,MITT ROMNEY,297,186,32,0,515
Gilmer,TAILS CREEK,President,,Republican,MITT ROMNEY,362,194,20,1,577
Gilmer,TOWN CREEK,President,,Republican,MITT ROMNEY,282,156,20,0,458
Gilmer,YUKON,President,,Republican,MITT ROMNEY,321,191,38,0,550
Gilmer,LEACHES,President,,Republican,MITT ROMNEY,477,434,54,1,966
Gilmer,ELLIJAY NORTH,President,,Republican,MITT ROMNEY,348,317,69,1,735
Gilmer,CHERRY LOG,President,,Republican,MITT ROMNEY,257,127,35,0,419
Glascock,Edgehill,President,,Democrat,BARACK OBAMA,3,0,0,0,3
Glascock,Gibson,President,,Democrat,BARACK OBAMA,33,28,0,0,61
Glascock,Mill,President,,Democrat,BARACK OBAMA,27,14,4,0,45
Glascock,Mitchell,President,,Democrat,BARACK OBAMA,44,17,6,0,67
Glascock,Mitchell,President,,Libertarian,GARY JOHNSON,3,2,0,0,5
Glascock,Mill,President,,Libertarian,GARY JOHNSON,2,1,0,0,3
Glascock,Gibson,President,,Libertarian,GARY JOHNSON,7,4,0,0,11
Glascock,Edgehill,President,,Libertarian,GARY JOHNSON,3,0,0,0,3
Glascock,Mitchell,President,,Republican,MITT ROMNEY,172,56,10,0,238
Glascock,Edgehill,President,,Republican,MITT ROMNEY,69,11,4,0,84
Glascock,Gibson,President,,Republican,MITT ROMNEY,163,183,26,0,372
Glascock,Mill,President,,Republican,MITT ROMNEY,239,180,22,0,441
Glynn,Marshes of Glynn,President,,Democrat,BARACK OBAMA,209,252,30,1,492
Glynn,Oglethorpe Point,President,,Democrat,BARACK OBAMA,131,137,23,0,291
Glynn,SE Baptist Bldg,President,,Democrat,BARACK OBAMA,130,132,6,0,268
Glynn,Satilla Marsh School,President,,Democrat,BARACK OBAMA,156,148,23,0,327
Glynn,Selden Park,President,,Democrat,BARACK OBAMA,206,257,18,5,486
Glynn,St Williams Church,President,,Democrat,BARACK OBAMA,310,321,47,3,681
Glynn,Sterling Church of God,President,,Democrat,BARACK OBAMA,220,282,18,1,521
Glynn,Sterling Elem School,President,,Democrat,BARACK OBAMA,203,256,18,1,478
Glynn,Abundant Life,President,,Democrat,BARACK OBAMA,375,401,51,3,830
Glynn,Ballard Complex,President,,Democrat,BARACK OBAMA,229,296,38,0,563
Glynn,Burroughs Molette,President,,Democrat,BARACK OBAMA,648,891,148,3,1690
Glynn,C B Greer School,President,,Democrat,BARACK OBAMA,214,243,24,2,483
Glynn,Career Academy,President,,Democrat,BARACK OBAMA,190,202,18,0,410
Glynn,Christian Renewal,President,,Democrat,BARACK OBAMA,216,196,25,0,437
Glynn,City Rec Bldg,President,,Democrat,BARACK OBAMA,502,503,73,6,1084
Glynn,College Place A,President,,Democrat,BARACK OBAMA,189,280,32,0,501
Glynn,College Place B,President,,Democrat,BARACK OBAMA,113,148,20,0,281
Glynn,First Baptist,President,,Democrat,BARACK OBAMA,296,325,34,1,656
Glynn,Glyndale School,President,,Democrat,BARACK OBAMA,111,109,12,1,233
Glynn,Jekyll Island,President,,Democrat,BARACK OBAMA,136,22,13,0,171
Glynn,Northside Church,President,,Democrat,BARACK OBAMA,433,587,47,0,1067
Glynn,Northside Church,President,,Libertarian,GARY JOHNSON,12,4,1,1,18
Glynn,Oglethorpe Point,President,,Libertarian,GARY JOHNSON,6,6,1,0,13
Glynn,SE Baptist Bldg,President,,Libertarian,GARY JOHNSON,1,7,0,0,8
Glynn,Satilla Marsh School,President,,Libertarian,GARY JOHNSON,10,2,0,0,12
Glynn,Selden Park,President,,Libertarian,GARY JOHNSON,1,2,0,0,3
Glynn,St Williams Church,President,,Libertarian,GARY JOHNSON,22,8,2,0,32
Glynn,Sterling Church of God,President,,Libertarian,GARY JOHNSON,12,6,5,0,23
Glynn,Sterling Elem School,President,,Libertarian,GARY JOHNSON,11,3,1,0,15
Glynn,Abundant Life,President,,Libertarian,GARY JOHNSON,10,2,1,0,13
Glynn,Ballard Complex,President,,Libertarian,GARY JOHNSON,6,3,0,0,9
Glynn,Burroughs Molette,President,,Libertarian,GARY JOHNSON,1,1,1,0,3
Glynn,C B Greer School,President,,Libertarian,GARY JOHNSON,7,3,0,0,10
Glynn,Career Academy,President,,Libertarian,GARY JOHNSON,6,4,0,0,10
Glynn,Christian Renewal,President,,Libertarian,GARY JOHNSON,12,8,0,0,20
Glynn,City Rec Bldg,President,,Libertarian,GARY JOHNSON,18,10,1,1,30
Glynn,College Place A,President,,Libertarian,GARY JOHNSON,4,3,1,0,8
Glynn,College Place B,President,,Libertarian,GARY JOHNSON,1,0,0,0,1
Glynn,First Baptist,President,,Libertarian,GARY JOHNSON,13,4,0,0,17
Glynn,Glyndale School,President,,Libertarian,GARY JOHNSON,8,4,1,0,13
Glynn,Jekyll Island,President,,Libertarian,GARY JOHNSON,5,0,0,0,5
Glynn,Marshes of Glynn,President,,Libertarian,GARY JOHNSON,13,5,0,0,18
Glynn,Career Academy,President,,Republican,MITT ROMNEY,571,664,68,3,1306
Glynn,Abundant Life,President,,Republican,MITT ROMNEY,283,265,37,0,585
Glynn,Ballard Complex,President,,Republican,MITT ROMNEY,382,617,68,4,1071
Glynn,C B Greer School,President,,Republican,MITT ROMNEY,615,557,47,5,1224
Glynn,Burroughs Molette,President,,Republican,MITT ROMNEY,37,67,22,0,126
Glynn,Sterling Elem School,President,,Republican,MITT ROMNEY,898,903,64,0,1865
Glynn,Sterling Church of God,President,,Republican,MITT ROMNEY,599,540,56,6,1201
Glynn,St Williams Church,President,,Republican,MITT ROMNEY,967,1045,127,3,2142
Glynn,Selden Park,President,,Republican,MITT ROMNEY,66,86,12,1,165
Glynn,Satilla Marsh School,President,,Republican,MITT ROMNEY,621,446,41,2,1110
Glynn,SE Baptist Bldg,President,,Republican,MITT ROMNEY,355,447,41,1,844
Glynn,Oglethorpe Point,President,,Republican,MITT ROMNEY,513,635,116,0,1264
Glynn,Northside Church,President,,Republican,MITT ROMNEY,355,295,45,1,696
Glynn,Marshes of Glynn,President,,Republican,MITT ROMNEY,687,426,36,3,1152
Glynn,Jekyll Island,President,,Republican,MITT ROMNEY,220,52,22,0,294
Glynn,Glyndale School,President,,Republican,MITT ROMNEY,426,657,54,0,1137
Glynn,First Baptist,President,,Republican,MITT ROMNEY,834,978,126,4,1942
Glynn,College Place B,President,,Republican,MITT ROMNEY,13,14,3,0,30
Glynn,College Place A,President,,Republican,MITT ROMNEY,176,245,35,1,457
Glynn,City Rec Bldg,President,,Republican,MITT ROMNEY,291,228,23,3,545
Glynn,Christian Renewal,President,,Republican,MITT ROMNEY,816,822,98,1,1737
Gordon,RANGER,President,,Democrat,BARACK OBAMA,47,16,0,0,63
Gordon,RED BUD,President,,Democrat,BARACK OBAMA,122,100,4,1,227
Gordon,OOSTANAULA,President,,Democrat,BARACK OBAMA,66,34,4,1,105
Gordon,RESACA,President,,Democrat,BARACK OBAMA,93,19,2,0,114
Gordon,SONORAVILLE,President,,Democrat,BARACK OBAMA,265,215,12,0,492
Gordon,SUGAR VALLEY,President,,Democrat,BARACK OBAMA,71,30,3,0,104
Gordon,PINE CHAPEL,President,,Democrat,BARACK OBAMA,43,26,9,0,78
Gordon,PLAINVILLE,President,,Democrat,BARACK OBAMA,109,42,6,0,157
Gordon,OAKMAN,President,,Democrat,BARACK OBAMA,84,24,3,0,111
Gordon,LILY POND,President,,Democrat,BARACK OBAMA,89,68,9,0,166
Gordon,GORDON COUNTY,President,,Democrat,BARACK OBAMA,331,269,25,1,626
Gordon,FAIRMOUNT,President,,Democrat,BARACK OBAMA,92,17,3,1,113
Gordon,CALHOUN CITY,President,,Democrat,BARACK OBAMA,475,543,66,0,1084
Gordon,GORDON COUNTY,President,,Libertarian,GARY JOHNSON,25,16,1,1,43
Gordon,SUGAR VALLEY,President,,Libertarian,GARY JOHNSON,20,1,0,0,21
Gordon,SONORAVILLE,President,,Libertarian,GARY JOHNSON,27,10,2,1,40
Gordon,RESACA,President,,Libertarian,GARY JOHNSON,10,1,2,0,13
Gordon,RED BUD,President,,Libertarian,GARY JOHNSON,7,8,0,0,15
Gordon,RANGER,President,,Libertarian,GARY JOHNSON,5,2,0,0,7
Gordon,PLAINVILLE,President,,Libertarian,GARY JOHNSON,8,6,0,0,14
Gordon,PINE CHAPEL,President,,Libertarian,GARY JOHNSON,4,0,0,0,4
Gordon,OOSTANAULA,President,,Libertarian,GARY JOHNSON,4,0,0,0,4
Gordon,OAKMAN,President,,Libertarian,GARY JOHNSON,10,1,0,0,11
Gordon,LILY POND,President,,Libertarian,GARY JOHNSON,5,3,1,0,9
Gordon,FAIRMOUNT,President,,Libertarian,GARY JOHNSON,13,0,2,0,15
Gordon,CALHOUN CITY,President,,Libertarian,GARY JOHNSON,32,19,2,0,53
Gordon,PINE CHAPEL,President,,Republican,MITT ROMNEY,288,125,10,0,423
Gordon,CALHOUN CITY,President,,Republican,MITT ROMNEY,1054,1659,119,8,2840
Gordon,FAIRMOUNT,President,,Republican,MITT ROMNEY,500,103,19,1,623
Gordon,GORDON COUNTY,President,,Republican,MITT ROMNEY,1116,1083,75,2,2276
Gordon,LILY POND,President,,Republican,MITT ROMNEY,417,357,18,0,792
Gordon,OAKMAN,President,,Republican,MITT ROMNEY,242,70,8,0,320
Gordon,OOSTANAULA,President,,Republican,MITT ROMNEY,186,80,15,0,281
Gordon,PLAINVILLE,President,,Republican,MITT ROMNEY,490,255,22,2,769
Gordon,RANGER,President,,Republican,MITT ROMNEY,224,86,5,0,315
Gordon,RED BUD,President,,Republican,MITT ROMNEY,697,415,20,3,1135
Gordon,RESACA,President,,Republican,MITT ROMNEY,398,151,18,1,568
Gordon,SONORAVILLE,President,,Republican,MITT ROMNEY,1272,918,52,3,2245
Gordon,SUGAR VALLEY,President,,Republican,MITT ROMNEY,398,204,8,0,610
Grady,Limesink,President,,Democrat,BARACK OBAMA,15,26,1,0,42
Grady,Midway,President,,Democrat,BARACK OBAMA,73,105,6,0,184
Grady,Pine Park,President,,Democrat,BARACK OBAMA,90,71,6,0,167
Grady,Ragan,President,,Democrat,BARACK OBAMA,66,53,3,0,122
Grady,Spence,President,,Democrat,BARACK OBAMA,36,16,2,0,54
Grady,Spring Hill,President,,Democrat,BARACK OBAMA,20,22,3,0,45
Grady,Whigham,President,,Democrat,BARACK OBAMA,113,81,8,0,202
Grady,Woodland,President,,Democrat,BARACK OBAMA,99,117,14,0,230
Grady,Blowing Cave,President,,Democrat,BARACK OBAMA,34,35,0,0,69
Grady,Cairo 4th District,President,,Democrat,BARACK OBAMA,507,761,40,0,1308
Grady,Cairo 5th District,President,,Democrat,BARACK OBAMA,281,370,15,0,666
Grady,Duncanville,President,,Democrat,BARACK OBAMA,95,36,0,0,131
Grady,Higdon,President,,Democrat,BARACK OBAMA,134,60,5,0,199
Grady,Higdon,President,,Libertarian,GARY JOHNSON,1,1,0,0,2
Grady,Limesink,President,,Libertarian,GARY JOHNSON,0,1,0,0,1
Grady,Midway,President,,Libertarian,GARY JOHNSON,2,2,0,0,4
Grady,Ragan,President,,Libertarian,GARY JOHNSON,1,1,0,0,2
Grady,Spence,President,,Libertarian,GARY JOHNSON,5,1,0,0,6
Grady,Spring Hill,President,,Libertarian,GARY JOHNSON,2,1,0,0,3
Grady,Whigham,President,,Libertarian,GARY JOHNSON,3,0,1,0,4
Grady,Woodland,President,,Libertarian,GARY JOHNSON,7,5,1,0,13
Grady,Blowing Cave,President,,Libertarian,GARY JOHNSON,1,2,0,0,3
Grady,Cairo 4th District,President,,Libertarian,GARY JOHNSON,5,3,0,0,8
Grady,Cairo 5th District,President,,Libertarian,GARY JOHNSON,3,1,0,0,4
Grady,Duncanville,President,,Libertarian,GARY JOHNSON,0,0,0,0,0
Grady,Pine Park,President,,Libertarian,GARY JOHNSON,0,0,0,0,0
Grady,Ragan,President,,Republican,MITT ROMNEY,157,79,10,0,246
Grady,Pine Park,President,,Republican,MITT ROMNEY,190,140,12,0,342
Grady,Midway,President,,Republican,MITT ROMNEY,303,325,29,0,657
Grady,Limesink,President,,Republican,MITT ROMNEY,99,55,8,0,162
Grady,Higdon,President,,Republican,MITT ROMNEY,242,98,21,0,361
Grady,Cairo 4th District,President,,Republican,MITT ROMNEY,69,180,14,0,263
Grady,Cairo 5th District,President,,Republican,MITT ROMNEY,347,498,41,0,886
Grady,Duncanville,President,,Republican,MITT ROMNEY,143,52,1,0,196
Grady,Blowing Cave,President,,Republican,MITT ROMNEY,241,145,5,0,391
Grady,Woodland,President,,Republican,MITT ROMNEY,428,706,45,1,1180
Grady,Whigham,President,,Republican,MITT ROMNEY,277,221,19,0,517
Grady,Spring Hill,President,,Republican,MITT ROMNEY,217,109,3,0,329
Grady,Spence,President,,Republican,MITT ROMNEY,238,143,12,1,394
Greene,Union Point,President,,Democrat,BARACK OBAMA,247,154,28,1,430
Greene,Greensboro,President,,Democrat,BARACK OBAMA,465,691,170,1,1327
Greene,Greshamville,President,,Democrat,BARACK OBAMA,65,40,17,0,122
Greene,Liberty,President,,Democrat,BARACK OBAMA,46,26,22,2,96
Greene,Old Salem,President,,Democrat,BARACK OBAMA,114,293,29,0,436
Greene,Siloam,President,,Democrat,BARACK OBAMA,254,115,56,1,426
Greene,White Plains,President,,Democrat,BARACK OBAMA,82,42,19,0,143
Greene,Woodville,President,,Democrat,BARACK OBAMA,150,61,9,1,221
Greene,Greshamville,President,,Libertarian,GARY JOHNSON,3,0,0,0,3
Greene,Greensboro,President,,Libertarian,GARY JOHNSON,9,5,4,0,18
Greene,Liberty,President,,Libertarian,GARY JOHNSON,2,0,0,0,2
Greene,Old Salem,President,,Libertarian,GARY JOHNSON,8,5,0,0,13
Greene,Siloam,President,,Libertarian,GARY JOHNSON,1,0,0,0,1
Greene,Union Point,President,,Libertarian,GARY JOHNSON,6,2,0,0,8
Greene,White Plains,President,,Libertarian,GARY JOHNSON,5,0,0,0,5
Greene,Woodville,President,,Libertarian,GARY JOHNSON,1,0,0,0,1
Greene,Old Salem,President,,Republican,MITT ROMNEY,625,2031,157,3,2816
Greene,Liberty,President,,Republican,MITT ROMNEY,141,89,14,0,244
Greene,Greshamville,President,,Republican,MITT ROMNEY,263,87,14,0,364
Greene,Greensboro,President,,Republican,MITT ROMNEY,171,458,43,0,672
Greene,Woodville,President,,Republican,MITT ROMNEY,120,50,9,0,179
Greene,White Plains,President,,Republican,MITT ROMNEY,106,25,5,0,136
Greene,Union Point,President,,Republican,MITT ROMNEY,203,132,6,0,341
Greene,Siloam,President,,Republican,MITT ROMNEY,156,152,10,1,319
Gwinnett,144 Lawrenceville M,President,,Democrat,BARACK OBAMA,946,824,59,8,1837
Gwinnett,145 Baycreek G,President,,Democrat,BARACK OBAMA,540,414,31,0,985
Gwinnett,146 Baycreek H,President,,Democrat,BARACK OBAMA,494,358,52,0,904
Gwinnett,147 Baycreek I,President,,Democrat,BARACK OBAMA,744,634,36,4,1418
Gwinnett,148 Berkshire Q,President,,Democrat,BARACK OBAMA,262,81,20,1,364
Gwinnett,149 Goodwins I,President,,Democrat,BARACK OBAMA,371,139,26,1,537
Gwinnett,150 Duluth K,President,,Democrat,BARACK OBAMA,515,235,19,6,775
Gwinnett,151 Harbins C,President,,Democrat,BARACK OBAMA,188,101,16,1,306
Gwinnett,152 Rockycreek C,President,,Democrat,BARACK OBAMA,381,431,36,0,848
Gwinnett,153 Lawrenceville N,President,,Democrat,BARACK OBAMA,337,208,16,3,564
Gwinnett,154 Pucketts D,President,,Democrat,BARACK OBAMA,282,131,20,0,433
Gwinnett,155 Suwanee G,President,,Democrat,BARACK OBAMA,474,212,36,2,724
Gwinnett,156 Baycreek J,President,,Democrat,BARACK OBAMA,671,575,36,5,1287
Gwinnett,001 Harbins A,President,,Democrat,BARACK OBAMA,571,498,35,4,1108
Gwinnett,002 Rockbridge A,President,,Democrat,BARACK OBAMA,681,601,39,9,1330
Gwinnett,003 Dacula,President,,Democrat,BARACK OBAMA,506,617,34,4,1161
Gwinnett,004 Suwanee A,President,,Democrat,BARACK OBAMA,229,108,19,0,356
Gwinnett,005 Baycreek A,President,,Democrat,BARACK OBAMA,368,258,22,0,648
Gwinnett,006 Goodwins A,President,,Democrat,BARACK OBAMA,661,293,42,5,1001
Gwinnett,007 Duluth A,President,,Democrat,BARACK OBAMA,619,368,74,7,1068
Gwinnett,008 Duncans A,President,,Democrat,BARACK OBAMA,274,245,41,0,560
Gwinnett,009 Pucketts A,President,,Democrat,BARACK OBAMA,416,186,33,1,636
Gwinnett,010 Cates A,President,,Democrat,BARACK OBAMA,264,180,27,1,472
Gwinnett,011 Berkshire A,President,,Democrat,BARACK OBAMA,466,177,23,2,668
Gwinnett,012 Berkshire B,President,,Democrat,BARACK OBAMA,805,779,48,4,1636
Gwinnett,013 Duncans C,President,,Democrat,BARACK OBAMA,212,154,19,1,386
Gwinnett,014 Garners A,President,,Democrat,BARACK OBAMA,457,183,43,4,687
Gwinnett,015 Lawrenceville A,President,,Democrat,BARACK OBAMA,466,318,99,2,885
Gwinnett,016 Lawrenceville B,President,,Democrat,BARACK OBAMA,714,669,60,1,1444
Gwinnett,017 Martins A,President,,Democrat,BARACK OBAMA,687,364,28,6,1085
Gwinnett,018 Martins B,President,,Democrat,BARACK OBAMA,622,302,28,5,957
Gwinnett,019 Martins C,President,,Democrat,BARACK OBAMA,445,168,26,4,643
Gwinnett,020 Pinckneyville A,President,,Democrat,BARACK OBAMA,568,290,18,6,882
Gwinnett,021 Pinckneyville B,President,,Democrat,BARACK OBAMA,541,297,33,6,877
Gwinnett,022 Pinckneyville C,President,,Democrat,BARACK OBAMA,316,105,22,0,443
Gwinnett,023 Pinckneyville D,President,,Democrat,BARACK OBAMA,453,239,18,6,716
Gwinnett,024 Sugar Hill A,President,,Democrat,BARACK OBAMA,377,169,26,2,574
Gwinnett,025 Sugar Hill B,President,,Democrat,BARACK OBAMA,562,239,45,3,849
Gwinnett,026 Hog Mountain A,President,,Democrat,BARACK OBAMA,643,320,36,4,1003
Gwinnett,027 Hog Mountain B,President,,Democrat,BARACK OBAMA,458,332,54,2,846
Gwinnett,028 Rockycreek A,President,,Democrat,BARACK OBAMA,533,440,42,1,1016
Gwinnett,029 Cates B,President,,Democrat,BARACK OBAMA,181,90,23,0,294
Gwinnett,030 Cates C,President,,Democrat,BARACK OBAMA,498,308,33,0,839
Gwinnett,031 Hog Mountain D,President,,Democrat,BARACK OBAMA,262,163,18,1,444
Gwinnett,032 Berkshire D,President,,Democrat,BARACK OBAMA,383,167,38,1,589
Gwinnett,033 Berkshire E,President,,Democrat,BARACK OBAMA,304,97,22,0,423
Gwinnett,034 Berkshire F,President,,Democrat,BARACK OBAMA,370,110,32,2,514
Gwinnett,035 Cates D,President,,Democrat,BARACK OBAMA,436,200,35,1,672
Gwinnett,036 Cates E,President,,Democrat,BARACK OBAMA,352,174,30,2,558
Gwinnett,037 Pinckneyville E,President,,Democrat,BARACK OBAMA,491,203,12,9,715
Gwinnett,038 Pinckneyville F,President,,Democrat,BARACK OBAMA,391,118,11,3,523
Gwinnett,039 Duncans D,President,,Democrat,BARACK OBAMA,397,190,30,2,619
Gwinnett,040 Pinckneyville H,President,,Democrat,BARACK OBAMA,673,253,69,9,1004
Gwinnett,041 Baycreek B,President,,Democrat,BARACK OBAMA,883,701,55,6,1645
Gwinnett,042 Lawrenceville C,President,,Democrat,BARACK OBAMA,247,174,24,1,446
Gwinnett,043 Martins D,President,,Democrat,BARACK OBAMA,512,231,22,4,769
