county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes,total_votes
Gwinnett,044 Rockbridge B,President,,Democrat,BARACK OBAMA,813,572,48,6,1439
Gwinnett,045 Garners B,President,,Democrat,BARACK OBAMA,551,472,40,13,1076
Gwinnett,046 Cates F,President,,Democrat,BARACK OBAMA,203,75,33,0,311
Gwinnett,047 Cates G,President,,Democrat,BARACK OBAMA,248,124,33,0,405
Gwinnett,048 Duluth B,President,,Democrat,BARACK OBAMA,430,206,46,6,688
Gwinnett,049 Garners C,President,,Democrat,BARACK OBAMA,339,131,28,4,502
Gwinnett,050 Pinckneyville I,President,,Democrat,BARACK OBAMA,581,307,18,6,912
Gwinnett,051 Pinckneyville J,President,,Democrat,BARACK OBAMA,457,265,18,5,745
Gwinnett,052 Berkshire G,President,,Democrat,BARACK OBAMA,311,101,22,0,434
Gwinnett,053 Cates H,President,,Democrat,BARACK OBAMA,644,464,30,10,1148
Gwinnett,054 Sugar Hill C,President,,Democrat,BARACK OBAMA,438,194,31,0,663
Gwinnett,055 Sugar Hill D,President,,Democrat,BARACK OBAMA,537,138,28,4,707
Gwinnett,056 Duluth C,President,,Democrat,BARACK OBAMA,360,189,41,2,592
Gwinnett,057 Duluth D,President,,Democrat,BARACK OBAMA,741,379,46,9,1175
Gwinnett,058 Pinckneyville K,President,,Democrat,BARACK OBAMA,746,411,29,10,1196
Gwinnett,059 Pinckneyville N,President,,Democrat,BARACK OBAMA,938,427,31,8,1404
Gwinnett,060 Lawrenceville D,President,,Democrat,BARACK OBAMA,910,659,35,15,1619
Gwinnett,061 Lawrenceville E,President,,Democrat,BARACK OBAMA,282,189,33,0,504
Gwinnett,062 Pinckneyville L,President,,Democrat,BARACK OBAMA,331,67,38,0,436
Gwinnett,063 Pinckneyville M,President,,Democrat,BARACK OBAMA,310,68,49,0,427
Gwinnett,064 Garners D,President,,Democrat,BARACK OBAMA,723,524,45,3,1295
Gwinnett,065 Berkshire H,President,,Democrat,BARACK OBAMA,320,154,21,3,498
Gwinnett,066 Pinckneyville O,President,,Democrat,BARACK OBAMA,667,433,26,8,1134
Gwinnett,067 Pucketts E,President,,Democrat,BARACK OBAMA,587,339,34,3,963
Gwinnett,068 Cates I,President,,Democrat,BARACK OBAMA,474,247,41,0,762
Gwinnett,069 Cates J,President,,Democrat,BARACK OBAMA,546,268,30,0,844
Gwinnett,070 Goodwins B,President,,Democrat,BARACK OBAMA,425,242,46,0,713
Gwinnett,071 Lawrenceville F,President,,Democrat,BARACK OBAMA,708,719,40,5,1472
Gwinnett,072 Martins E,President,,Democrat,BARACK OBAMA,1321,790,49,11,2171
Gwinnett,073 Pinckneyville P,President,,Democrat,BARACK OBAMA,424,118,37,5,584
Gwinnett,074 Pinckneyville Q,President,,Democrat,BARACK OBAMA,499,192,15,3,709
Gwinnett,075 Rockbridge C,President,,Democrat,BARACK OBAMA,957,995,64,3,2019
Gwinnett,076 Rockbridge D,President,,Democrat,BARACK OBAMA,711,629,41,8,1389
Gwinnett,077 Goodwins C,President,,Democrat,BARACK OBAMA,754,497,43,1,1295
Gwinnett,078 Baycreek K,President,,Democrat,BARACK OBAMA,380,350,34,2,766
Gwinnett,079 Cates K,President,,Democrat,BARACK OBAMA,319,113,17,0,449
Gwinnett,080 Baycreek C,President,,Democrat,BARACK OBAMA,816,750,44,6,1616
Gwinnett,081 Cates L,President,,Democrat,BARACK OBAMA,622,443,43,2,1110
Gwinnett,082 Duluth E,President,,Democrat,BARACK OBAMA,961,415,51,5,1432
Gwinnett,083 Goodwins D,President,,Democrat,BARACK OBAMA,627,313,29,0,969
Gwinnett,084 Lawrenceville G,President,,Democrat,BARACK OBAMA,570,381,23,5,979
Gwinnett,085 Lawrenceville H,President,,Democrat,BARACK OBAMA,481,311,21,2,815
Gwinnett,086 Martins F,President,,Democrat,BARACK OBAMA,581,272,27,5,885
Gwinnett,087 Pinckneyville S,President,,Democrat,BARACK OBAMA,532,215,31,2,780
Gwinnett,088 Rockbridge E,President,,Democrat,BARACK OBAMA,809,732,39,12,1592
Gwinnett,089 Sugar Hill E,President,,Democrat,BARACK OBAMA,297,149,14,0,460
Gwinnett,090 Lawrenceville I,President,,Democrat,BARACK OBAMA,554,300,40,4,898
Gwinnett,091 Baycreek D,President,,Democrat,BARACK OBAMA,527,408,41,1,977
Gwinnett,092 Berkshire J,President,,Democrat,BARACK OBAMA,356,181,29,1,567
Gwinnett,093 Cates M,President,,Democrat,BARACK OBAMA,464,238,47,3,752
Gwinnett,094 Cates N,President,,Democrat,BARACK OBAMA,233,110,21,0,364
Gwinnett,095 Duluth F,President,,Democrat,BARACK OBAMA,895,559,51,10,1515
Gwinnett,096 Duluth G,President,,Democrat,BARACK OBAMA,379,171,29,3,582
Gwinnett,097 Goodwins E,President,,Democrat,BARACK OBAMA,642,436,46,3,1127
Gwinnett,098 Goodwins F,President,,Democrat,BARACK OBAMA,431,223,50,3,707
Gwinnett,099 Pinckneyville T,President,,Democrat,BARACK OBAMA,532,164,34,4,734
Gwinnett,100 Suwanee B,President,,Democrat,BARACK OBAMA,362,361,33,3,759
Gwinnett,101 Pinckneyville U,President,,Democrat,BARACK OBAMA,470,157,19,6,652
Gwinnett,102 Pucketts B,President,,Democrat,BARACK OBAMA,366,137,22,1,526
Gwinnett,103 Berkshire L,President,,Democrat,BARACK OBAMA,669,310,26,4,1009
Gwinnett,104 Rockbridge F,President,,Democrat,BARACK OBAMA,1119,1149,79,5,2352
Gwinnett,105 Sugar Hill F,President,,Democrat,BARACK OBAMA,456,181,20,1,658
Gwinnett,106 Suwanee C,President,,Democrat,BARACK OBAMA,441,276,73,0,790
Gwinnett,107 Cates O,President,,Democrat,BARACK OBAMA,196,79,14,0,289
Gwinnett,108 Baycreek E,President,,Democrat,BARACK OBAMA,406,294,32,1,733
Gwinnett,109 Berkshire M,President,,Democrat,BARACK OBAMA,244,79,19,2,344
Gwinnett,110 Martins G,President,,Democrat,BARACK OBAMA,450,238,10,4,702
Gwinnett,111 Duluth H,President,,Democrat,BARACK OBAMA,359,158,35,3,555
Gwinnett,112 Berkshire N,President,,Democrat,BARACK OBAMA,366,184,61,0,611
Gwinnett,113 Pinckneyville V,President,,Democrat,BARACK OBAMA,318,170,18,2,508
Gwinnett,114 Pinckneyville W,President,,Democrat,BARACK OBAMA,728,260,34,7,1029
Gwinnett,115 Martins H,President,,Democrat,BARACK OBAMA,841,469,44,3,1357
Gwinnett,116 Martins I,President,,Democrat,BARACK OBAMA,782,342,37,5,1166
Gwinnett,117 Martins J,President,,Democrat,BARACK OBAMA,923,458,24,10,1415
Gwinnett,118 Garners F,President,,Democrat,BARACK OBAMA,264,73,13,0,350
Gwinnett,119 Berkshire O,President,,Democrat,BARACK OBAMA,325,142,47,1,515
Gwinnett,120 Berkshire P,President,,Democrat,BARACK OBAMA,243,111,17,3,374
Gwinnett,121 Pinckneyville X,President,,Democrat,BARACK OBAMA,529,193,67,1,790
Gwinnett,122 Rockbridge G,President,,Democrat,BARACK OBAMA,1008,1049,85,10,2152
Gwinnett,123 Pinckneyville Y,President,,Democrat,BARACK OBAMA,748,345,14,7,1114
Gwinnett,124 Goodwins G,President,,Democrat,BARACK OBAMA,535,229,27,2,793
Gwinnett,125 Pinckneyville Z,President,,Democrat,BARACK OBAMA,217,46,28,0,291
Gwinnett,126 Pinckneyville A1,President,,Democrat,BARACK OBAMA,387,82,41,0,510
Gwinnett,127 Lawrenceville J,President,,Democrat,BARACK OBAMA,376,218,31,2,627
Gwinnett,128 Goodwins H,President,,Democrat,BARACK OBAMA,409,203,15,1,628
Gwinnett,129 Duncans B,President,,Democrat,BARACK OBAMA,326,169,30,2,527
Gwinnett,130 Suwanee D,President,,Democrat,BARACK OBAMA,379,239,38,2,658
Gwinnett,131 Suwanee E,President,,Democrat,BARACK OBAMA,365,222,44,0,631
Gwinnett,132 Lawrenceville K,President,,Democrat,BARACK OBAMA,490,205,33,1,729
Gwinnett,133 Harbins B,President,,Democrat,BARACK OBAMA,223,230,15,0,468
Gwinnett,134 Baycreek F,President,,Democrat,BARACK OBAMA,592,481,53,2,1128
Gwinnett,135 Pucketts C,President,,Democrat,BARACK OBAMA,313,128,21,1,463
Gwinnett,136 Hog Mountain C,President,,Democrat,BARACK OBAMA,447,244,24,1,716
Gwinnett,137 Rockycreek B,President,,Democrat,BARACK OBAMA,507,347,56,1,911
Gwinnett,138 Duluth I,President,,Democrat,BARACK OBAMA,424,193,40,0,657
Gwinnett,139 Martins K,President,,Democrat,BARACK OBAMA,1084,612,56,3,1755
Gwinnett,140 Suwanee H,President,,Democrat,BARACK OBAMA,271,187,30,1,489
Gwinnett,141 Sugar Hill G,President,,Democrat,BARACK OBAMA,243,157,25,3,428
Gwinnett,142 Suwanee F,President,,Democrat,BARACK OBAMA,516,259,33,3,811
Gwinnett,143 Lawrenceville L,President,,Democrat,BARACK OBAMA,717,482,52,8,1259
Gwinnett,120 Berkshire P,President,,Libertarian,GARY JOHNSON,8,0,0,0,8
Gwinnett,156 Baycreek J,President,,Libertarian,GARY JOHNSON,23,7,0,0,30
Gwinnett,155 Suwanee G,President,,Libertarian,GARY JOHNSON,35,4,0,0,39
Gwinnett,154 Pucketts D,President,,Libertarian,GARY JOHNSON,16,1,3,0,20
Gwinnett,153 Lawrenceville N,President,,Libertarian,GARY JOHNSON,20,4,0,0,24
Gwinnett,152 Rockycreek C,President,,Libertarian,GARY JOHNSON,32,9,0,0,41
Gwinnett,151 Harbins C,President,,Libertarian,GARY JOHNSON,12,3,0,0,15
Gwinnett,150 Duluth K,President,,Libertarian,GARY JOHNSON,12,2,0,0,14
Gwinnett,149 Goodwins I,President,,Libertarian,GARY JOHNSON,18,5,3,0,26
Gwinnett,148 Berkshire Q,President,,Libertarian,GARY JOHNSON,20,0,3,0,23
Gwinnett,147 Baycreek I,President,,Libertarian,GARY JOHNSON,24,4,1,0,29
Gwinnett,146 Baycreek H,President,,Libertarian,GARY JOHNSON,19,3,4,0,26
Gwinnett,145 Baycreek G,President,,Libertarian,GARY JOHNSON,20,1,1,0,22
Gwinnett,144 Lawrenceville M,President,,Libertarian,GARY JOHNSON,21,5,1,0,27
Gwinnett,143 Lawrenceville L,President,,Libertarian,GARY JOHNSON,27,4,4,0,35
Gwinnett,142 Suwanee F,President,,Libertarian,GARY JOHNSON,27,2,1,0,30
Gwinnett,141 Sugar Hill G,President,,Libertarian,GARY JOHNSON,22,3,1,0,26
Gwinnett,140 Suwanee H,President,,Libertarian,GARY JOHNSON,18,1,1,0,20
Gwinnett,139 Martins K,President,,Libertarian,GARY JOHNSON,27,3,1,1,32
Gwinnett,138 Duluth I,President,,Libertarian,GARY JOHNSON,15,1,4,0,20
Gwinnett,137 Rockycreek B,President,,Libertarian,GARY JOHNSON,38,7,0,0,45
Gwinnett,136 Hog Mountain C,President,,Libertarian,GARY JOHNSON,37,8,1,0,46
Gwinnett,135 Pucketts C,President,,Libertarian,GARY JOHNSON,26,3,0,0,29
Gwinnett,134 Baycreek F,President,,Libertarian,GARY JOHNSON,9,2,1,1,13
Gwinnett,133 Harbins B,President,,Libertarian,GARY JOHNSON,22,15,3,0,40
Gwinnett,132 Lawrenceville K,President,,Libertarian,GARY JOHNSON,21,7,4,0,32
Gwinnett,131 Suwanee E,President,,Libertarian,GARY JOHNSON,32,3,4,0,39
Gwinnett,130 Suwanee D,President,,Libertarian,GARY JOHNSON,31,5,0,0,36
Gwinnett,129 Duncans B,President,,Libertarian,GARY JOHNSON,30,3,4,0,37
Gwinnett,128 Goodwins H,President,,Libertarian,GARY JOHNSON,23,3,1,0,27
Gwinnett,127 Lawrenceville J,President,,Libertarian,GARY JOHNSON,24,0,0,0,24
Gwinnett,126 Pinckneyville A1,President,,Libertarian,GARY JOHNSON,23,3,4,0,30
Gwinnett,125 Pinckneyville Z,President,,Libertarian,GARY JOHNSON,27,0,6,0,33
Gwinnett,124 Goodwins G,President,,Libertarian,GARY JOHNSON,9,3,3,0,15
Gwinnett,123 Pinckneyville Y,President,,Libertarian,GARY JOHNSON,8,0,1,0,9
Gwinnett,122 Rockbridge G,President,,Libertarian,GARY JOHNSON,27,4,2,0,33
Gwinnett,121 Pinckneyville X,President,,Libertarian,GARY JOHNSON,42,1,0,0,43
Gwinnett,119 Berkshire O,President,,Libertarian,GARY JOHNSON,23,0,5,0,28
Gwinnett,118 Garners F,President,,Libertarian,GARY JOHNSON,13,0,1,0,14
Gwinnett,117 Martins J,President,,Libertarian,GARY JOHNSON,13,1,2,0,16
Gwinnett,116 Martins I,President,,Libertarian,GARY JOHNSON,12,0,1,0,13
Gwinnett,115 Martins H,President,,Libertarian,GARY JOHNSON,34,4,0,0,38
Gwinnett,114 Pinckneyville W,President,,Libertarian,GARY JOHNSON,22,4,3,0,29
Gwinnett,113 Pinckneyville V,President,,Libertarian,GARY JOHNSON,14,3,0,0,17
Gwinnett,112 Berkshire N,President,,Libertarian,GARY JOHNSON,23,7,3,0,33
Gwinnett,111 Duluth H,President,,Libertarian,GARY JOHNSON,15,3,0,0,18
Gwinnett,110 Martins G,President,,Libertarian,GARY JOHNSON,17,4,0,1,22
Gwinnett,109 Berkshire M,President,,Libertarian,GARY JOHNSON,21,2,1,0,24
Gwinnett,108 Baycreek E,President,,Libertarian,GARY JOHNSON,26,4,0,0,30
Gwinnett,107 Cates O,President,,Libertarian,GARY JOHNSON,8,3,0,0,11
Gwinnett,106 Suwanee C,President,,Libertarian,GARY JOHNSON,45,4,2,0,51
Gwinnett,105 Sugar Hill F,President,,Libertarian,GARY JOHNSON,31,4,1,0,36
Gwinnett,104 Rockbridge F,President,,Libertarian,GARY JOHNSON,19,1,1,0,21
Gwinnett,103 Berkshire L,President,,Libertarian,GARY JOHNSON,23,4,0,0,27
Gwinnett,102 Pucketts B,President,,Libertarian,GARY JOHNSON,20,1,1,0,22
Gwinnett,101 Pinckneyville U,President,,Libertarian,GARY JOHNSON,17,1,0,0,18
Gwinnett,100 Suwanee B,President,,Libertarian,GARY JOHNSON,29,6,4,0,39
Gwinnett,099 Pinckneyville T,President,,Libertarian,GARY JOHNSON,28,1,0,0,29
Gwinnett,098 Goodwins F,President,,Libertarian,GARY JOHNSON,24,2,2,0,28
Gwinnett,097 Goodwins E,President,,Libertarian,GARY JOHNSON,28,5,3,1,37
Gwinnett,096 Duluth G,President,,Libertarian,GARY JOHNSON,20,3,2,0,25
Gwinnett,095 Duluth F,President,,Libertarian,GARY JOHNSON,14,3,1,0,18
Gwinnett,094 Cates N,President,,Libertarian,GARY JOHNSON,13,1,2,0,16
Gwinnett,093 Cates M,President,,Libertarian,GARY JOHNSON,39,2,2,0,43
Gwinnett,092 Berkshire J,President,,Libertarian,GARY JOHNSON,35,7,3,0,45
Gwinnett,091 Baycreek D,President,,Libertarian,GARY JOHNSON,25,4,3,0,32
Gwinnett,090 Lawrenceville I,President,,Libertarian,GARY JOHNSON,26,8,2,0,36
Gwinnett,089 Sugar Hill E,President,,Libertarian,GARY JOHNSON,27,6,0,0,33
Gwinnett,088 Rockbridge E,President,,Libertarian,GARY JOHNSON,21,3,1,0,25
Gwinnett,087 Pinckneyville S,President,,Libertarian,GARY JOHNSON,25,1,6,0,32
Gwinnett,086 Martins F,President,,Libertarian,GARY JOHNSON,16,2,0,0,18
Gwinnett,085 Lawrenceville H,President,,Libertarian,GARY JOHNSON,32,7,3,0,42
Gwinnett,084 Lawrenceville G,President,,Libertarian,GARY JOHNSON,12,4,1,0,17
Gwinnett,083 Goodwins D,President,,Libertarian,GARY JOHNSON,38,6,2,0,46
Gwinnett,082 Duluth E,President,,Libertarian,GARY JOHNSON,25,4,3,0,32
Gwinnett,081 Cates L,President,,Libertarian,GARY JOHNSON,23,2,2,0,27
Gwinnett,080 Baycreek C,President,,Libertarian,GARY JOHNSON,23,2,4,0,29
Gwinnett,079 Cates K,President,,Libertarian,GARY JOHNSON,34,4,1,0,39
Gwinnett,078 Baycreek K,President,,Libertarian,GARY JOHNSON,11,2,0,0,13
Gwinnett,077 Goodwins C,President,,Libertarian,GARY JOHNSON,28,1,2,0,31
Gwinnett,076 Rockbridge D,President,,Libertarian,GARY JOHNSON,14,0,1,0,15
Gwinnett,075 Rockbridge C,President,,Libertarian,GARY JOHNSON,23,3,0,0,26
Gwinnett,074 Pinckneyville Q,President,,Libertarian,GARY JOHNSON,3,0,0,0,3
Gwinnett,073 Pinckneyville P,President,,Libertarian,GARY JOHNSON,18,1,0,0,19
Gwinnett,072 Martins E,President,,Libertarian,GARY JOHNSON,23,4,0,1,28
Gwinnett,071 Lawrenceville F,President,,Libertarian,GARY JOHNSON,14,2,0,1,17
Gwinnett,070 Goodwins B,President,,Libertarian,GARY JOHNSON,34,5,7,0,46
Gwinnett,069 Cates J,President,,Libertarian,GARY JOHNSON,30,1,1,0,32
Gwinnett,068 Cates I,President,,Libertarian,GARY JOHNSON,35,2,1,0,38
Gwinnett,067 Pucketts E,President,,Libertarian,GARY JOHNSON,26,3,1,0,30
Gwinnett,066 Pinckneyville O,President,,Libertarian,GARY JOHNSON,16,2,1,0,19
Gwinnett,065 Berkshire H,President,,Libertarian,GARY JOHNSON,9,0,1,0,10
Gwinnett,064 Garners D,President,,Libertarian,GARY JOHNSON,19,2,1,0,22
Gwinnett,063 Pinckneyville M,President,,Libertarian,GARY JOHNSON,20,1,2,0,23
Gwinnett,062 Pinckneyville L,President,,Libertarian,GARY JOHNSON,24,0,3,0,27
Gwinnett,061 Lawrenceville E,President,,Libertarian,GARY JOHNSON,15,1,2,0,18
Gwinnett,060 Lawrenceville D,President,,Libertarian,GARY JOHNSON,9,1,4,0,14
Gwinnett,059 Pinckneyville N,President,,Libertarian,GARY JOHNSON,13,5,0,0,18
Gwinnett,058 Pinckneyville K,President,,Libertarian,GARY JOHNSON,20,5,0,0,25
Gwinnett,057 Duluth D,President,,Libertarian,GARY JOHNSON,48,4,2,0,54
Gwinnett,056 Duluth C,President,,Libertarian,GARY JOHNSON,30,1,1,0,32
Gwinnett,055 Sugar Hill D,President,,Libertarian,GARY JOHNSON,24,0,2,0,26
Gwinnett,054 Sugar Hill C,President,,Libertarian,GARY JOHNSON,24,3,2,0,29
Gwinnett,053 Cates H,President,,Libertarian,GARY JOHNSON,14,2,2,0,18
Gwinnett,052 Berkshire G,President,,Libertarian,GARY JOHNSON,20,4,1,0,25
Gwinnett,051 Pinckneyville J,President,,Libertarian,GARY JOHNSON,8,1,0,0,9
Gwinnett,050 Pinckneyville I,President,,Libertarian,GARY JOHNSON,22,2,1,0,25
Gwinnett,049 Garners C,President,,Libertarian,GARY JOHNSON,21,3,1,0,25
Gwinnett,048 Duluth B,President,,Libertarian,GARY JOHNSON,33,1,3,0,37
Gwinnett,047 Cates G,President,,Libertarian,GARY JOHNSON,15,3,3,0,21
Gwinnett,046 Cates F,President,,Libertarian,GARY JOHNSON,17,2,2,0,21
Gwinnett,045 Garners B,President,,Libertarian,GARY JOHNSON,11,5,1,0,17
Gwinnett,044 Rockbridge B,President,,Libertarian,GARY JOHNSON,24,4,4,0,32
Gwinnett,043 Martins D,President,,Libertarian,GARY JOHNSON,9,2,0,0,11
Gwinnett,042 Lawrenceville C,President,,Libertarian,GARY JOHNSON,27,6,3,0,36
Gwinnett,041 Baycreek B,President,,Libertarian,GARY JOHNSON,12,2,1,0,15
Gwinnett,040 Pinckneyville H,President,,Libertarian,GARY JOHNSON,21,6,1,0,28
Gwinnett,039 Duncans D,President,,Libertarian,GARY JOHNSON,34,3,2,0,39
Gwinnett,038 Pinckneyville F,President,,Libertarian,GARY JOHNSON,5,0,0,0,5
Gwinnett,037 Pinckneyville E,President,,Libertarian,GARY JOHNSON,11,0,0,0,11
Gwinnett,036 Cates E,President,,Libertarian,GARY JOHNSON,30,4,1,0,35
Gwinnett,035 Cates D,President,,Libertarian,GARY JOHNSON,27,4,1,0,32
Gwinnett,034 Berkshire F,President,,Libertarian,GARY JOHNSON,14,1,3,0,18
Gwinnett,033 Berkshire E,President,,Libertarian,GARY JOHNSON,12,2,3,0,17
Gwinnett,032 Berkshire D,President,,Libertarian,GARY JOHNSON,30,2,3,0,35
Gwinnett,031 Hog Mountain D,President,,Libertarian,GARY JOHNSON,27,0,2,0,29
Gwinnett,030 Cates C,President,,Libertarian,GARY JOHNSON,6,1,1,0,8
Gwinnett,029 Cates B,President,,Libertarian,GARY JOHNSON,21,3,3,0,27
Gwinnett,028 Rockycreek A,President,,Libertarian,GARY JOHNSON,16,5,2,0,23
Gwinnett,027 Hog Mountain B,President,,Libertarian,GARY JOHNSON,36,10,0,0,46
Gwinnett,026 Hog Mountain A,President,,Libertarian,GARY JOHNSON,33,4,4,0,41
Gwinnett,025 Sugar Hill B,President,,Libertarian,GARY JOHNSON,41,2,5,0,48
Gwinnett,024 Sugar Hill A,President,,Libertarian,GARY JOHNSON,29,0,2,0,31
Gwinnett,023 Pinckneyville D,President,,Libertarian,GARY JOHNSON,8,3,1,0,12
Gwinnett,022 Pinckneyville C,President,,Libertarian,GARY JOHNSON,16,0,4,0,20
Gwinnett,021 Pinckneyville B,President,,Libertarian,GARY JOHNSON,13,3,1,0,17
Gwinnett,020 Pinckneyville A,President,,Libertarian,GARY JOHNSON,18,4,0,0,22
Gwinnett,019 Martins C,President,,Libertarian,GARY JOHNSON,18,2,3,0,23
Gwinnett,018 Martins B,President,,Libertarian,GARY JOHNSON,12,5,5,0,22
Gwinnett,017 Martins A,President,,Libertarian,GARY JOHNSON,8,3,1,0,12
Gwinnett,016 Lawrenceville B,President,,Libertarian,GARY JOHNSON,27,4,2,0,33
Gwinnett,015 Lawrenceville A,President,,Libertarian,GARY JOHNSON,14,1,1,0,16
Gwinnett,014 Garners A,President,,Libertarian,GARY JOHNSON,30,7,2,0,39
Gwinnett,013 Duncans C,President,,Libertarian,GARY JOHNSON,13,2,1,0,16
Gwinnett,012 Berkshire B,President,,Libertarian,GARY JOHNSON,20,5,2,0,27
Gwinnett,011 Berkshire A,President,,Libertarian,GARY JOHNSON,8,1,0,0,9
Gwinnett,010 Cates A,President,,Libertarian,GARY JOHNSON,13,2,1,1,17
Gwinnett,009 Pucketts A,President,,Libertarian,GARY JOHNSON,27,3,1,0,31
Gwinnett,008 Duncans A,President,,Libertarian,GARY JOHNSON,23,9,5,0,37
Gwinnett,007 Duluth A,President,,Libertarian,GARY JOHNSON,38,4,2,0,44
Gwinnett,006 Goodwins A,President,,Libertarian,GARY JOHNSON,39,3,1,0,43
Gwinnett,005 Baycreek A,President,,Libertarian,GARY JOHNSON,15,1,1,0,17
Gwinnett,004 Suwanee A,President,,Libertarian,GARY JOHNSON,14,2,1,0,17
Gwinnett,003 Dacula,President,,Libertarian,GARY JOHNSON,18,0,1,1,20
Gwinnett,002 Rockbridge A,President,,Libertarian,GARY JOHNSON,16,3,0,0,19
Gwinnett,001 Harbins A,President,,Libertarian,GARY JOHNSON,29,14,2,0,45
Gwinnett,056 Duluth C,President,,Republican,MITT ROMNEY,526,154,93,2,775
Gwinnett,139 Martins K,President,,Republican,MITT ROMNEY,484,109,48,2,643
Gwinnett,140 Suwanee H,President,,Republican,MITT ROMNEY,930,611,172,0,1713
Gwinnett,141 Sugar Hill G,President,,Republican,MITT ROMNEY,823,286,66,1,1176
Gwinnett,142 Suwanee F,President,,Republican,MITT ROMNEY,866,343,82,0,1291
Gwinnett,143 Lawrenceville L,President,,Republican,MITT ROMNEY,886,390,143,0,1419
Gwinnett,144 Lawrenceville M,President,,Republican,MITT ROMNEY,450,229,39,2,720
Gwinnett,145 Baycreek G,President,,Republican,MITT ROMNEY,940,348,103,0,1391
Gwinnett,146 Baycreek H,President,,Republican,MITT ROMNEY,1546,544,167,1,2258
Gwinnett,147 Baycreek I,President,,Republican,MITT ROMNEY,822,488,80,1,1391
Gwinnett,148 Berkshire Q,President,,Republican,MITT ROMNEY,487,114,70,0,671
Gwinnett,149 Goodwins I,President,,Republican,MITT ROMNEY,721,243,92,0,1056
Gwinnett,150 Duluth K,President,,Republican,MITT ROMNEY,178,37,13,3,231
Gwinnett,151 Harbins C,President,,Republican,MITT ROMNEY,696,279,52,0,1027
Gwinnett,152 Rockycreek C,President,,Republican,MITT ROMNEY,838,795,110,1,1744
Gwinnett,153 Lawrenceville N,President,,Republican,MITT ROMNEY,424,174,53,3,654
Gwinnett,154 Pucketts D,President,,Republican,MITT ROMNEY,866,400,91,3,1360
Gwinnett,155 Suwanee G,President,,Republican,MITT ROMNEY,882,290,73,1,1246
Gwinnett,156 Baycreek J,President,,Republican,MITT ROMNEY,719,324,92,2,1137
Gwinnett,088 Rockbridge E,President,,Republican,MITT ROMNEY,479,186,49,1,715
Gwinnett,087 Pinckneyville S,President,,Republican,MITT ROMNEY,476,161,82,2,721
Gwinnett,086 Martins F,President,,Republican,MITT ROMNEY,240,85,15,0,340
Gwinnett,085 Lawrenceville H,President,,Republican,MITT ROMNEY,967,457,102,3,1529
Gwinnett,084 Lawrenceville G,President,,Republican,MITT ROMNEY,336,140,17,4,497
Gwinnett,083 Goodwins D,President,,Republican,MITT ROMNEY,952,344,79,4,1379
Gwinnett,082 Duluth E,President,,Republican,MITT ROMNEY,589,164,67,3,823
Gwinnett,081 Cates L,President,,Republican,MITT ROMNEY,785,359,103,1,1248
Gwinnett,080 Baycreek C,President,,Republican,MITT ROMNEY,984,545,127,2,1658
Gwinnett,079 Cates K,President,,Republican,MITT ROMNEY,839,240,82,0,1161
Gwinnett,078 Baycreek K,President,,Republican,MITT ROMNEY,715,394,112,0,1221
Gwinnett,077 Goodwins C,President,,Republican,MITT ROMNEY,758,341,85,4,1188
Gwinnett,076 Rockbridge D,President,,Republican,MITT ROMNEY,476,228,70,0,774
Gwinnett,075 Rockbridge C,President,,Republican,MITT ROMNEY,422,212,64,2,700
Gwinnett,074 Pinckneyville Q,President,,Republican,MITT ROMNEY,91,17,1,0,109
Gwinnett,073 Pinckneyville P,President,,Republican,MITT ROMNEY,492,115,98,1,706
Gwinnett,072 Martins E,President,,Republican,MITT ROMNEY,206,64,25,3,298
Gwinnett,071 Lawrenceville F,President,,Republican,MITT ROMNEY,438,182,36,1,657
